,DATE,STATION_ID,CLASS,DEPTH_M,DISSOLVED_OXYGEN_MG_L,TEMPERATURE_C,SALINITY,LON,LAT
12303,07/30/07 00:00:00,B4,Bottom,12.5,2.6,19.3,26.8,-73.635,40.90666666666667
12306,07/30/07 00:00:00,B3M,Bottom,19.2,2.75,18.9,27.1,-73.64500000000001,40.91999999999999
12311,07/30/07 00:00:00,B2,Bottom,19.5,3.0,19.1,27.1,-73.65333333333334,40.935
12316,07/30/07 00:00:00,B1S,Bottom,13.4,4.04,20.2,26.7,-73.66666666666667,40.94499999999999
12319,07/30/07 00:00:00,H-A3,Bottom,9.1,2.79,20.3,26.6,-73.72,40.92333333333333
12322,07/30/07 00:00:00,H-B,Bottom,13.4,2.82,19.4,26.9,-73.715,40.91333333333333
12325,07/30/07 00:00:00,DI2,Bottom,8.0,2.46,20.3,26.3,-73.76666666666667,40.89444444444445
12328,07/30/07 00:00:00,DI1,Bottom,10.4,2.33,20.5,26.4,-73.77333333333333,40.8925
12331,08/06/07 00:00:00,A1,Bottom,25.9,2.6,21.5,26.2,-73.82666666666667,40.80333333333333
12336,08/06/07 00:00:00,A2M,Bottom,30.5,2.2,20.9,26.5,-73.78333333333333,40.80166666666666
12341,08/06/07 00:00:00,8-403,Bottom,3.0,1.9,22.8,25.5,-73.76055555555556,40.77722222222222
12344,08/06/07 00:00:00,8-405,Bottom,3.4,3.1,22.3,25.8,-73.76361111111112,40.7925
12347,08/06/07 00:00:00,A3,Bottom,10.4,2.1,20.8,26.4,-73.755,40.84166666666667
12350,08/06/07 00:00:00,9-409,Bottom,4.0,4.8,22.6,25.9,-73.71805555555555,40.82888888888889
12353,08/06/07 00:00:00,9-412,Bottom,4.0,5.1,22.8,25.9,-73.7125,40.82222222222222
12356,08/06/07 00:00:00,9-413,Bottom,2.7,3.3,23.0,25.7,-73.71361111111112,40.80722222222222
12358,08/06/07 00:00:00,A4,Bottom,25.9,2.0,20.7,26.6,-73.735,40.87638888888889
12363,08/06/07 00:00:00,H-D,Bottom,4.2,1.55,21.5,26.2,-73.66000000000001,40.845
12366,08/06/07 00:00:00,H-C,Bottom,8.0,1.1,21.0,26.5,-73.67500000000001,40.865
12369,08/06/07 00:00:00,H-C1,Bottom,10.4,3.0,20.7,26.6,-73.69500000000001,40.88666666666666
12372,08/06/07 00:00:00,A5,Bottom,11.6,1.5,19.7,26.9,-73.68666666666667,40.89833333333333
12375,08/06/07 00:00:00,B4,Bottom,11.3,1.5,19.9,26.9,-73.635,40.90666666666667
12378,08/06/07 00:00:00,B3M,Bottom,16.2,1.5,19.6,27.0,-73.64500000000001,40.91999999999999
12383,08/06/07 00:00:00,B2,Bottom,17.4,2.5,20.1,27.1,-73.65333333333334,40.935
12388,08/06/07 00:00:00,B1S,Bottom,13.1,4.1,20.5,26.9,-73.66666666666667,40.94499999999999
12391,08/06/07 00:00:00,H-A3,Bottom,7.0,3.0,21.7,26.1,-73.72,40.92333333333333
12394,08/06/07 00:00:00,H-B,Bottom,12.5,1.7,20.4,26.7,-73.715,40.91333333333333
12397,08/06/07 00:00:00,DI2,Bottom,6.4,5.1,22.4,26.4,-73.76666666666667,40.89444444444445
12400,08/06/07 00:00:00,DI1,Bottom,8.2,5.4,22.6,26.2,-73.77333333333333,40.8925
12403,08/13/07 00:00:00,A1,Bottom,24.4,3.1,22.6,24.9,-73.82666666666667,40.80333333333333
12408,08/13/07 00:00:00,A2M,Bottom,30.5,3.4,22.4,25.2,-73.78333333333333,40.80166666666666
12415,08/13/07 00:00:00,A3,Bottom,9.5,4.0,22.2,25.6,-73.755,40.84166666666667
12418,08/13/07 00:00:00,9-409,Bottom,4.3,6.6,23.2,25.4,-73.71805555555555,40.82888888888889
12421,08/13/07 00:00:00,9-412,Bottom,4.3,4.5,23.1,25.3,-73.7125,40.82222222222222
12424,08/13/07 00:00:00,9-413,Bottom,3.0,6.9,22.6,25.2,-73.71361111111112,40.80722222222222
12427,08/13/07 00:00:00,A4,Bottom,25.0,4.4,22.0,26.1,-73.735,40.87638888888889
12432,08/13/07 00:00:00,H-D,Bottom,6.1,4.0,21.9,26.0,-73.66000000000001,40.845
12435,08/13/07 00:00:00,H-C,Bottom,9.8,7.0,22.7,26.0,-73.67500000000001,40.865
12438,08/13/07 00:00:00,H-C1,Bottom,12.2,4.2,22.1,26.2,-73.69500000000001,40.88666666666666
12442,08/13/07 00:00:00,A5,Bottom,13.1,3.6,22.2,26.4,-73.68666666666667,40.89833333333333
12444,08/13/07 00:00:00,B4,Bottom,11.9,5.7,22.6,26.3,-73.635,40.90666666666667
12447,08/13/07 00:00:00,B3M,Bottom,19.8,3.9,21.5,26.6,-73.64500000000001,40.91999999999999
12452,08/13/07 00:00:00,B2,Bottom,17.4,3.6,22.1,26.7,-73.65333333333334,40.935
12457,08/13/07 00:00:00,B1S,Bottom,13.4,2.5,21.1,26.6,-73.66666666666667,40.94499999999999
12460,08/13/07 00:00:00,H-A3,Bottom,9.1,2.9,21.6,26.4,-73.72,40.92333333333333
12463,08/13/07 00:00:00,H-B,Bottom,13.4,3.0,21.4,26.5,-73.715,40.91333333333333
12466,08/13/07 00:00:00,DI2,Bottom,8.2,4.0,22.5,26.1,-73.76666666666667,40.89444444444445
12469,08/13/07 00:00:00,DI1,Bottom,11.6,4.2,22.2,26.1,-73.77333333333333,40.8925
12472,08/20/07 00:00:00,A1,Bottom,25.0,1.9,21.8,27.2,-73.82666666666667,40.80333333333333
12477,08/20/07 00:00:00,A2M,Bottom,30.5,1.8,21.7,27.7,-73.78333333333333,40.80166666666666
12482,08/20/07 00:00:00,8-403,Bottom,2.6,4.2,21.6,26.0,-73.76055555555556,40.77722222222222
12484,08/20/07 00:00:00,8-405,Bottom,3.0,4.3,21.7,26.3,-73.76361111111112,40.7925
12486,08/20/07 00:00:00,A3,Bottom,10.4,2.5,21.7,27.6,-73.755,40.84166666666667
12489,08/20/07 00:00:00,9-409,Bottom,3.7,4.0,21.9,27.0,-73.71805555555555,40.82888888888889
12492,08/20/07 00:00:00,9-412,Bottom,3.7,3.0,22.0,26.6,-73.7125,40.82222222222222
12495,08/20/07 00:00:00,9-413,Bottom,2.4,2.3,22.2,26.5,-73.71361111111112,40.80722222222222
12497,08/20/07 00:00:00,A4,Bottom,24.4,2.3,21.6,28.1,-73.735,40.87638888888889
12502,08/20/07 00:00:00,DI2,Bottom,6.5,3.1,21.5,27.7,-73.76666666666667,40.89444444444445
12505,08/20/07 00:00:00,DI1,Bottom,9.0,3.2,21.6,27.6,-73.77333333333333,40.8925
12508,08/27/07 00:00:00,A1,Bottom,22.9,3.6,21.9,25.5,-73.82666666666667,40.80333333333333
12513,08/27/07 00:00:00,A2M,Bottom,30.5,4.4,21.6,26.1,-73.78333333333333,40.80166666666666
12518,08/27/07 00:00:00,8-403,Bottom,3.0,4.2,22.5,25.5,-73.76055555555556,40.77722222222222
12521,08/27/07 00:00:00,8-405,Bottom,4.0,4.7,21.8,25.6,-73.76361111111112,40.7925
12524,08/27/07 00:00:00,A3,Bottom,11.3,4.7,21.6,26.3,-73.755,40.84166666666667
12527,08/27/07 00:00:00,9-409,Bottom,5.2,4.5,22.2,26.0,-73.71805555555555,40.82888888888889
12530,08/27/07 00:00:00,9-412,Bottom,5.2,2.6,22.4,24.3,-73.7125,40.82222222222222
12533,08/27/07 00:00:00,9-413,Bottom,4.0,3.0,23.0,25.7,-73.71361111111112,40.80722222222222
12536,08/27/07 00:00:00,A4,Bottom,23.8,2.3,21.0,27.0,-73.735,40.87638888888889
12541,08/27/07 00:00:00,H-D,Bottom,6.4,5.1,22.7,26.3,-73.66000000000001,40.845
12544,08/27/07 00:00:00,H-C,Bottom,10.1,3.8,21.7,26.5,-73.67500000000001,40.865
12547,08/27/07 00:00:00,H-C1,Bottom,12.2,3.4,21.1,26.8,-73.69500000000001,40.88666666666666
12550,08/27/07 00:00:00,A5,Bottom,13.4,3.1,21.0,27.1,-73.68666666666667,40.89833333333333
12553,08/27/07 00:00:00,B4,Bottom,11.6,3.9,21.3,26.9,-73.635,40.90666666666667
12556,08/27/07 00:00:00,B3M,Bottom,18.6,3.9,20.9,27.2,-73.64500000000001,40.91999999999999
12561,08/27/07 00:00:00,B2,Bottom,19.5,4.7,21.0,27.2,-73.65333333333334,40.935
12566,08/27/07 00:00:00,B1S,Bottom,13.4,4.7,21.1,27.1,-73.66666666666667,40.94499999999999
12569,08/27/07 00:00:00,H-A3,Bottom,9.1,5.7,21.4,26.9,-73.72,40.92333333333333
12572,08/27/07 00:00:00,H-B,Bottom,13.4,4.0,21.1,27.1,-73.715,40.91333333333333
12575,08/27/07 00:00:00,DI2,Bottom,8.2,4.2,21.2,26.7,-73.76666666666667,40.89444444444445
12578,08/27/07 00:00:00,DI1,Bottom,4.9,4.3,21.4,26.6,-73.77333333333333,40.8925
12581,09/04/07 00:00:00,A1,Bottom,24.4,5.1,22.3,26.1,-73.82666666666667,40.80333333333333
12586,09/04/07 00:00:00,A2M,Bottom,30.5,5.3,22.1,26.5,-73.78333333333333,40.80166666666666
12591,09/04/07 00:00:00,8-403,Bottom,2.4,10.8,22.6,25.6,-73.76055555555556,40.77722222222222
12593,09/04/07 00:00:00,8-405,Bottom,3.0,6.0,22.4,25.7,-73.76361111111112,40.7925
12596,09/04/07 00:00:00,A3,Bottom,10.1,5.2,22.2,26.5,-73.755,40.84166666666667
12599,09/04/07 00:00:00,9-409,Bottom,3.7,8.4,22.8,26.0,-73.71805555555555,40.82888888888889
12602,09/04/07 00:00:00,9-412,Bottom,3.7,7.8,22.9,26.0,-73.7125,40.82222222222222
12605,09/04/07 00:00:00,9-413,Bottom,2.1,6.3,22.9,25.8,-73.71361111111112,40.80722222222222
12607,09/04/07 00:00:00,A4,Bottom,22.6,5.3,22.1,26.6,-73.735,40.87638888888889
12612,09/04/07 00:00:00,H-D,Bottom,4.0,4.6,22.5,26.3,-73.66000000000001,40.845
12615,09/04/07 00:00:00,H-C,Bottom,7.3,5.4,22.4,26.5,-73.67500000000001,40.865
12618,09/04/07 00:00:00,H-C1,Bottom,10.1,5.7,22.3,26.5,-73.69500000000001,40.88666666666666
12621,09/04/07 00:00:00,A5,Bottom,11.0,5.1,22.0,26.8,-73.68666666666667,40.89833333333333
12624,09/04/07 00:00:00,B4,Bottom,12.2,4.9,22.0,26.8,-73.635,40.90666666666667
12627,09/04/07 00:00:00,B3M,Bottom,15.2,3.7,21.6,27.0,-73.64500000000001,40.91999999999999
12632,09/04/07 00:00:00,B2,Bottom,17.4,3.9,21.5,27.1,-73.65333333333334,40.935
12637,09/04/07 00:00:00,B1S,Bottom,12.8,4.6,21.8,27.1,-73.66666666666667,40.94499999999999
12640,09/04/07 00:00:00,H-A3,Bottom,7.0,4.6,21.9,27.0,-73.72,40.92333333333333
12643,09/04/07 00:00:00,H-B,Bottom,12.2,3.9,21.8,27.1,-73.715,40.91333333333333
12646,09/04/07 00:00:00,DI2,Bottom,6.1,5.4,22.5,26.6,-73.76666666666667,40.89444444444445
12649,09/04/07 00:00:00,DI1,Bottom,8.5,5.5,22.5,26.5,-73.77333333333333,40.8925
12652,09/12/07 00:00:00,A1,Bottom,22.9,4.0,23.0,25.5,-73.82666666666667,40.80333333333333
12657,09/12/07 00:00:00,A2M,Bottom,30.5,3.9,22.4,26.0,-73.78333333333333,40.80166666666666
12662,09/12/07 00:00:00,8-403,Bottom,1.8,4.6,21.9,25.6,-73.76055555555556,40.77722222222222
12664,09/12/07 00:00:00,8-405,Bottom,2.7,5.4,22.2,25.8,-73.76361111111112,40.7925
12666,09/12/07 00:00:00,A3,Bottom,9.5,4.6,22.3,26.4,-73.755,40.84166666666667
12669,09/12/07 00:00:00,9-409,Bottom,4.0,4.0,22.6,26.0,-73.71805555555555,40.82888888888889
12672,09/12/07 00:00:00,9-412,Bottom,4.0,4.9,22.5,25.8,-73.7125,40.82222222222222
12675,09/12/07 00:00:00,9-413,Bottom,2.7,2.5,22.3,26.0,-73.71361111111112,40.80722222222222
12677,09/12/07 00:00:00,A4,Bottom,27.9,4.0,22.4,26.8,-73.735,40.87638888888889
12682,09/12/07 00:00:00,H-D,Bottom,5.5,5.0,22.3,26.5,-73.66000000000001,40.845
12685,09/12/07 00:00:00,H-C,Bottom,9.5,4.3,22.4,26.8,-73.67500000000001,40.865
12688,09/12/07 00:00:00,H-C1,Bottom,12.2,5.3,22.3,26.8,-73.69500000000001,40.88666666666666
12691,09/12/07 00:00:00,A5,Bottom,13.1,5.2,22.3,26.8,-73.68666666666667,40.89833333333333
12694,09/12/07 00:00:00,B4,Bottom,11.6,6.1,22.4,26.7,-73.635,40.90666666666667
12697,09/12/07 00:00:00,B3M,Bottom,18.0,4.4,22.2,27.0,-73.64500000000001,40.91999999999999
12702,09/12/07 00:00:00,B2,Bottom,19.2,3.5,21.9,27.5,-73.65333333333334,40.935
12707,09/12/07 00:00:00,B1S,Bottom,13.4,2.8,21.7,27.6,-73.66666666666667,40.94499999999999
12710,09/12/07 00:00:00,H-A3,Bottom,8.8,3.3,21.7,27.5,-73.72,40.92333333333333
12713,09/12/07 00:00:00,H-B,Bottom,13.4,2.8,21.8,27.5,-73.715,40.91333333333333
12716,09/12/07 00:00:00,DI2,Bottom,8.2,4.2,22.3,26.9,-73.76666666666667,40.89444444444445
12719,09/12/07 00:00:00,DI1,Bottom,7.0,4.7,22.4,26.8,-73.77333333333333,40.8925
12722,06/30/08 00:00:00,A1,Bottom,24.4,3.9,17.6,25.1,-73.82666666666667,40.80333333333333
12727,06/30/08 00:00:00,A2M,Bottom,30.5,3.7,16.1,25.9,-73.78333333333333,40.80166666666666
12732,06/30/08 00:00:00,8-403,Bottom,3.7,2.8,18.4,25.1,-73.76055555555556,40.77722222222222
12735,06/30/08 00:00:00,8-405,Bottom,4.3,4.1,17.3,25.3,-73.76361111111112,40.7925
12738,06/30/08 00:00:00,A3,Bottom,12.2,3.7,15.5,26.1,-73.755,40.84166666666667
12741,06/30/08 00:00:00,9-409,Bottom,4.9,4.6,17.4,25.6,-73.71805555555555,40.82888888888889
12744,06/30/08 00:00:00,9-412,Bottom,5.2,3.7,18.0,25.5,-73.7125,40.82222222222222
12747,06/30/08 00:00:00,9-413,Bottom,4.0,3.3,18.0,25.5,-73.71361111111112,40.80722222222222
12750,06/30/08 00:00:00,A4,Bottom,24.4,3.5,15.1,26.2,-73.735,40.87638888888889
12755,06/30/08 00:00:00,H-D,Bottom,6.1,2.8,16.4,25.7,-73.66000000000001,40.845
12758,06/30/08 00:00:00,H-C,Bottom,9.8,3.9,16.2,25.8,-73.67500000000001,40.865
12761,06/30/08 00:00:00,H-C1,Bottom,12.2,3.1,15.2,26.1,-73.69500000000001,40.88666666666666
12764,06/30/08 00:00:00,A5,Bottom,13.1,2.9,14.4,26.3,-73.68666666666667,40.89833333333333
12767,06/30/08 00:00:00,B4,Bottom,11.6,3.5,14.2,26.4,-73.635,40.90666666666667
12770,06/30/08 00:00:00,B3M,Bottom,18.3,3.9,14.1,26.4,-73.64500000000001,40.91999999999999
12775,06/30/08 00:00:00,B2,Bottom,19.2,4.2,14.3,26.4,-73.65333333333334,40.935
12780,06/30/08 00:00:00,B1S,Bottom,13.4,4.3,15.0,26.3,-73.66666666666667,40.94499999999999
12783,06/30/08 00:00:00,H-A3,Bottom,8.2,6.2,16.0,26.2,-73.72,40.92333333333333
12786,06/30/08 00:00:00,H-B,Bottom,13.1,5.3,15.2,26.2,-73.715,40.91333333333333
12789,06/30/08 00:00:00,DI2,Bottom,7.3,4.5,16.2,26.0,-73.76666666666667,40.89444444444445
12792,06/30/08 00:00:00,DI1,Bottom,11.0,5.5,17.0,26.0,-73.77333333333333,40.8925
12795,07/10/08 00:00:00,A1,Bottom,24.4,3.8,18.7,25.8,-73.82666666666667,40.80333333333333
12800,07/10/08 00:00:00,A2M,Bottom,30.5,3.6,18.2,26.0,-73.78333333333333,40.80166666666666
12805,07/10/08 00:00:00,8-403,Bottom,3.0,2.8,21.1,25.0,-73.76055555555556,40.77722222222222
12808,07/10/08 00:00:00,8-405,Bottom,3.4,4.3,19.8,25.2,-73.76361111111112,40.7925
12811,07/10/08 00:00:00,A3,Bottom,10.4,3.5,18.1,26.0,-73.755,40.84166666666667
12814,07/10/08 00:00:00,9-409,Bottom,4.0,3.8,20.5,25.5,-73.71805555555555,40.82888888888889
12817,07/10/08 00:00:00,9-412,Bottom,3.7,1.8,20.2,25.5,-73.7125,40.82222222222222
12820,07/10/08 00:00:00,9-413,Bottom,2.4,1.5,20.5,25.4,-73.71361111111112,40.80722222222222
12822,07/10/08 00:00:00,H-D,Bottom,4.3,3.3,20.1,25.7,-73.66000000000001,40.845
12824,07/10/08 00:00:00,A4,Bottom,24.4,2.4,17.0,26.2,-73.735,40.87638888888889
12830,07/10/08 00:00:00,H-C,Bottom,8.5,1.4,19.1,25.9,-73.67500000000001,40.865
12833,07/10/08 00:00:00,H-C1,Bottom,10.4,2.2,18.1,26.1,-73.69500000000001,40.88666666666666
12836,07/10/08 00:00:00,A5,Bottom,11.3,2.5,17.6,26.0,-73.68666666666667,40.89833333333333
12839,07/10/08 00:00:00,B4,Bottom,12.2,2.5,17.0,26.2,-73.635,40.90666666666667
12842,07/10/08 00:00:00,B3M,Bottom,16.5,2.8,16.0,26.4,-73.64500000000001,40.91999999999999
12847,07/10/08 00:00:00,B2,Bottom,17.4,3.1,16.3,26.3,-73.65333333333334,40.935
12852,07/10/08 00:00:00,B1S,Bottom,13.1,3.0,16.6,26.3,-73.66666666666667,40.94499999999999
12855,07/10/08 00:00:00,H-A3,Bottom,7.0,3.2,17.6,26.1,-73.72,40.92333333333333
12858,07/10/08 00:00:00,H-B,Bottom,12.2,2.9,16.6,26.3,-73.715,40.91333333333333
12861,07/10/08 00:00:00,DI2,Bottom,6.1,3.9,18.6,26.0,-73.76666666666667,40.89444444444445
12864,07/10/08 00:00:00,DI1,Bottom,10.1,3.9,19.3,26.0,-73.77333333333333,40.8925
12867,07/14/08 00:00:00,A1,Bottom,24.4,2.6,18.6,25.7,-73.82666666666667,40.80333333333333
12872,07/14/08 00:00:00,A2M,Bottom,30.5,1.6,17.4,26.1,-73.78333333333333,40.80166666666666
12877,07/14/08 00:00:00,8-403,Bottom,3.7,3.5,21.2,25.1,-73.76055555555556,40.77722222222222
12880,07/14/08 00:00:00,8-405,Bottom,4.0,3.6,19.7,25.3,-73.76361111111112,40.7925
12883,07/14/08 00:00:00,A3,Bottom,10.1,1.3,17.1,26.2,-73.755,40.84166666666667
12886,07/14/08 00:00:00,9-409,Bottom,4.9,2.7,19.7,25.8,-73.71805555555555,40.82888888888889
12889,07/14/08 00:00:00,9-412,Bottom,4.9,3.1,20.1,25.8,-73.7125,40.82222222222222
12892,07/14/08 00:00:00,9-413,Bottom,3.7,2.2,20.3,25.7,-73.71361111111112,40.80722222222222
12895,07/14/08 00:00:00,A4,Bottom,24.4,0.4,16.4,26.3,-73.735,40.87638888888889
12900,07/14/08 00:00:00,H-D,Bottom,5.8,0.8,19.5,25.9,-73.66000000000001,40.845
12903,07/14/08 00:00:00,H-C,Bottom,9.1,0.8,18.0,26.1,-73.67500000000001,40.865
12906,07/14/08 00:00:00,H-C1,Bottom,11.9,0.5,16.4,26.3,-73.69500000000001,40.88666666666666
12909,07/14/08 00:00:00,A5,Bottom,12.8,1.8,16.2,26.5,-73.68666666666667,40.89833333333333
12912,07/14/08 00:00:00,B4,Bottom,11.6,2.0,16.2,26.5,-73.635,40.90666666666667
12915,07/14/08 00:00:00,B3M,Bottom,18.0,2.6,16.2,26.6,-73.64500000000001,40.91999999999999
12920,07/14/08 00:00:00,B2,Bottom,18.9,3.2,16.3,26.6,-73.65333333333334,40.935
12925,07/14/08 00:00:00,B1S,Bottom,13.4,3.1,17.1,26.4,-73.66666666666667,40.94499999999999
12928,07/14/08 00:00:00,H-A3,Bottom,8.5,1.8,17.1,26.3,-73.72,40.92333333333333
12931,07/14/08 00:00:00,H-B,Bottom,13.4,2.3,16.6,26.5,-73.715,40.91333333333333
12934,07/14/08 00:00:00,DI2,Bottom,7.3,1.7,18.0,26.2,-73.76666666666667,40.89444444444445
12937,07/14/08 00:00:00,DI1,Bottom,9.8,2.1,18.8,26.1,-73.77333333333333,40.8925
12940,07/25/08 00:00:00,A1,Bottom,22.8,2.6,20.2,25.7,-73.82666666666667,40.80333333333333
12945,07/25/08 00:00:00,A2M,Bottom,30.5,2.4,19.6,26.0,-73.78333333333333,40.80166666666666
12950,07/25/08 00:00:00,8-403,Bottom,2.1,1.9,21.3,25.3,-73.76055555555556,40.77722222222222
12952,07/25/08 00:00:00,8-405,Bottom,3.1,1.6,21.1,26.3,-73.76361111111112,40.7925
12955,07/25/08 00:00:00,A3,Bottom,9.2,3.4,20.6,25.8,-73.755,40.84166666666667
12958,07/25/08 00:00:00,9-409,Bottom,3.4,2.8,21.5,25.6,-73.71805555555555,40.82888888888889
12961,07/25/08 00:00:00,9-412,Bottom,3.4,1.0,21.4,25.6,-73.7125,40.82222222222222
12964,07/25/08 00:00:00,9-413,Bottom,1.5,2.4,21.7,25.4,-73.71361111111112,40.80722222222222
12966,07/25/08 00:00:00,A4,Bottom,18.9,1.9,19.4,26.2,-73.735,40.87638888888889
12971,07/25/08 00:00:00,H-D,Bottom,4.0,2.8,21.3,25.7,-73.66000000000001,40.845
12974,07/25/08 00:00:00,H-C,Bottom,7.6,1.1,20.6,26.0,-73.67500000000001,40.865
12977,07/25/08 00:00:00,H-C1,Bottom,10.1,2.5,20.6,26.1,-73.69500000000001,40.88666666666666
12980,07/25/08 00:00:00,A5,Bottom,11.0,1.5,19.8,26.2,-73.68666666666667,40.89833333333333
12983,07/25/08 00:00:00,B4,Bottom,12.2,1.4,20.2,26.0,-73.635,40.90666666666667
12986,07/25/08 00:00:00,B3M,Bottom,16.2,0.7,18.1,26.4,-73.64500000000001,40.91999999999999
12991,07/25/08 00:00:00,B2,Bottom,17.4,1.1,18.1,26.4,-73.65333333333334,40.935
12996,07/25/08 00:00:00,B1S,Bottom,13.1,2.7,19.4,26.5,-73.66666666666667,40.94499999999999
12999,07/25/08 00:00:00,H-A3,Bottom,6.7,3.7,20.8,26.2,-73.72,40.92333333333333
13002,07/25/08 00:00:00,H-B,Bottom,12.5,1.7,18.8,26.5,-73.715,40.91333333333333
13005,07/25/08 00:00:00,DI2,Bottom,6.1,3.1,21.5,26.0,-73.76666666666667,40.89444444444445
13008,07/25/08 00:00:00,DI1,Bottom,10.1,3.6,22.0,25.8,-73.77333333333333,40.8925
13011,07/28/08 00:00:00,A1,Bottom,25.3,2.0,20.4,25.9,-73.82666666666667,40.80333333333333
13016,07/28/08 00:00:00,A2M,Bottom,30.5,1.8,20.3,26.0,-73.78333333333333,40.80166666666666
13021,07/28/08 00:00:00,8-403,Bottom,3.7,1.0,21.4,25.2,-73.76055555555556,40.77722222222222
13024,07/28/08 00:00:00,8-405,Bottom,4.3,2.3,21.1,25.1,-73.76361111111112,40.7925
13027,07/28/08 00:00:00,A3,Bottom,12.8,2.0,20.4,25.8,-73.755,40.84166666666667
13030,07/28/08 00:00:00,9-409,Bottom,4.6,2.8,21.3,25.7,-73.71805555555555,40.82888888888889
13033,07/28/08 00:00:00,9-412,Bottom,4.6,3.0,21.6,25.5,-73.7125,40.82222222222222
13036,07/28/08 00:00:00,9-413,Bottom,3.4,2.2,22.0,25.5,-73.71361111111112,40.80722222222222
13039,07/28/08 00:00:00,A4,Bottom,21.3,1.1,19.2,26.4,-73.735,40.87638888888889
13044,07/28/08 00:00:00,H-D,Bottom,5.2,1.4,21.3,26.0,-73.66000000000001,40.845
13047,07/28/08 00:00:00,H-C,Bottom,8.8,0.9,20.8,26.0,-73.67500000000001,40.865
13050,07/28/08 00:00:00,H-C1,Bottom,11.0,1.0,19.7,26.3,-73.69500000000001,40.88666666666666
13053,07/28/08 00:00:00,A5,Bottom,12.2,1.2,18.7,26.0,-73.68666666666667,40.89833333333333
13056,07/28/08 00:00:00,B1S,Bottom,13.1,2.7,19.4,26.5,-73.66666666666667,40.94499999999999
13059,07/28/08 00:00:00,B4,Bottom,10.7,1.6,18.6,26.5,-73.635,40.90666666666667
13062,07/28/08 00:00:00,B3M,Bottom,16.5,2.2,18.7,26.6,-73.64500000000001,40.91999999999999
13067,07/28/08 00:00:00,H-A3,Bottom,6.7,3.7,20.8,26.2,-73.72,40.92333333333333
13070,07/28/08 00:00:00,B2,Bottom,18.0,2.4,18.8,26.6,-73.65333333333334,40.935
13075,07/28/08 00:00:00,H-B,Bottom,12.5,1.7,18.8,26.5,-73.715,40.91333333333333
13078,07/28/08 00:00:00,DI2,Bottom,6.1,3.1,21.5,26.0,-73.76666666666667,40.89444444444445
13081,07/28/08 00:00:00,DI1,Bottom,10.1,3.6,22.0,25.8,-73.77333333333333,40.8925
13084,08/04/08 00:00:00,A1,Bottom,23.8,3.7,21.9,25.7,-73.82666666666667,40.80333333333333
13089,08/04/08 00:00:00,A2M,Bottom,30.5,4.0,21.7,25.9,-73.78333333333333,40.80166666666666
13094,08/04/08 00:00:00,8-403,Bottom,1.8,2.5,23.3,25.0,-73.76055555555556,40.77722222222222
13096,08/04/08 00:00:00,8-405,Bottom,2.4,3.6,22.4,25.2,-73.76361111111112,40.7925
13098,08/04/08 00:00:00,A3,Bottom,9.1,4.0,21.9,25.6,-73.755,40.84166666666667
13101,08/04/08 00:00:00,9-409,Bottom,3.0,4.3,23.0,25.4,-73.71805555555555,40.82888888888889
13104,08/04/08 00:00:00,9-412,Bottom,3.0,3.2,23.1,25.5,-73.7125,40.82222222222222
13107,08/04/08 00:00:00,9-413,Bottom,1.5,4.6,24.0,25.3,-73.71361111111112,40.80722222222222
13109,08/04/08 00:00:00,A4,Bottom,23.8,1.7,20.8,26.4,-73.735,40.87638888888889
13114,08/04/08 00:00:00,H-D,Bottom,4.6,2.1,23.0,25.6,-73.66000000000001,40.845
13117,08/04/08 00:00:00,H-C,Bottom,8.5,1.8,22.7,25.9,-73.67500000000001,40.865
13120,08/04/08 00:00:00,H-C1,Bottom,10.7,3.1,21.7,26.1,-73.69500000000001,40.88666666666666
13123,08/04/08 00:00:00,A5,Bottom,11.9,2.3,21.4,26.3,-73.68666666666667,40.89833333333333
13126,08/04/08 00:00:00,B4,Bottom,12.5,2.2,20.5,26.4,-73.635,40.90666666666667
13129,08/04/08 00:00:00,B3M,Bottom,17.4,1.5,19.6,26.5,-73.64500000000001,40.91999999999999
13134,08/04/08 00:00:00,B2,Bottom,18.6,1.9,19.5,26.6,-73.65333333333334,40.935
13139,08/04/08 00:00:00,B1S,Bottom,13.4,2.2,20.1,26.6,-73.66666666666667,40.94499999999999
13142,08/04/08 00:00:00,H-A3,Bottom,8.5,2.6,20.9,26.3,-73.72,40.92333333333333
13145,08/04/08 00:00:00,H-B,Bottom,13.4,1.5,20.0,26.5,-73.715,40.91333333333333
13148,08/04/08 00:00:00,DI2,Bottom,7.6,3.1,21.9,26.2,-73.76666666666667,40.89444444444445
13151,08/04/08 00:00:00,DI1,Bottom,10.7,3.2,22.1,26.1,-73.77333333333333,40.8925
13154,08/11/08 00:00:00,A1,Bottom,25.9,1.4,21.4,26.1,-73.82666666666667,40.80333333333333
13159,08/11/08 00:00:00,A2M,Bottom,30.5,1.2,21.4,26.1,-73.78333333333333,40.80166666666666
13164,08/11/08 00:00:00,8-403,Bottom,3.4,2.0,22.6,25.3,-73.76055555555556,40.77722222222222
13167,08/11/08 00:00:00,8-405,Bottom,4.0,3.6,22.2,25.1,-73.76361111111112,40.7925
13170,08/11/08 00:00:00,A3,Bottom,11.0,1.8,21.5,26.2,-73.755,40.84166666666667
